has_know_more_link,phase2_ready,state,state_id,district,district_id,extraction_date,udise_code,operational_status,school_name,know_more_link,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,address,pin_code,source_url,extraction_timestamp,location,class_from,class_to,year_of_establishment,national_management,state_management,affiliation_board_sec,affiliation_board_hsec,total_students,total_boys,total_girls,enrollment_class_range,total_teachers,male_teachers,female_teachers,extraction_status,fields_extracted,critical_fields_extracted
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:28.669626,,,"GLOBAL PRATIBHA INTERNATIONAL SCHOOL, 136-A, YADAV BHAWAN LANE, BAGDOLA, SEC- 8, DWARKA, NEW DELHI",https://kys.udiseplus.gov.in/#/schooldetail/1605896/12,South West B-i,Doe Zone-21,2025-26,,10-Private Unaided (Recognized),- To -,N/A,2-Urban,"136-A, YADAV BHAWAN LANE, BAGDOLA, SEC- 8, DWARKA, NEW DELHI",110077,https://kys.udiseplus.gov.in/#/schooldetail/1605896/12,2025-08-10T23:32:10.381600,N/A,-,-,N/A,,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,9,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:28.700909,,,"Gold Field Public School, Sector 10, Dwarka, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603513/12,South West B-i,Doe Zone-21,2025-26,2-Primary with Upper Primary,9-Private Unaided (Recognized),1 To 8,3-Co-educational,2-Urban,"Gold Field Public School,Sector 10, Dwarka, New Delhi",110075,https://kys.udiseplus.gov.in/#/schooldetail/1603513/12,2025-08-10T23:32:19.370162,2-Urban,1,8,2013,5-Private Unaided (Recognized),9-DoE_UnAided,NA,NA,151,81,70,N/A,11,0,11,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:28.732284,,,"Govt. Boys Sr. Sec. School No.1, Sagarpur, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602806/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,1-Boys,2-Urban,"Govt. Boys Sr. Sec. School No.1,Sagarpur, New Delhi",110046,https://kys.udiseplus.gov.in/#/schooldetail/1602806/12,2025-08-10T23:32:28.378384,2-Urban,6,12,1982,1-Department of Education,1-Government,1-CBSE,1-CBSE,2177,2177,0,N/A,77,70,7,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:28.764982,,,"Govt. Boys Sr. Sec. School No.1, Samalka, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602805/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,1-Boys,2-Urban,"Govt. Boys Sr. Sec. School No.1,Samalka, New Delhi",110037,https://kys.udiseplus.gov.in/#/schooldetail/1602805/12,2025-08-10T23:32:37.289820,2-Urban,6,12,1976,1-Department of Education,1-Government,1-CBSE,1-CBSE,3201,3201,0,N/A,99,88,11,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:28.796331,,,"Govt. Boys Sr. Sec. School No.2, Sagarpur, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602807/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,1-Boys,2-Urban,"Govt. Boys Sr. Sec. School No.2,Sagarpur, New Delhi",110046,https://kys.udiseplus.gov.in/#/schooldetail/1602807/12,2025-08-10T23:32:46.179704,2-Urban,6,12,1989,1-Department of Education,1-Government,1-CBSE,1-CBSE,1411,1411,0,N/A,61,54,7,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:28.828600,,,"Govt. Boys Sr. Sec. School No.2, Samalka New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603490/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,1-Boys,2-Urban,"Govt. Boys Sr. Sec. School No.2,Samalka New Delhi",110037,https://kys.udiseplus.gov.in/#/schooldetail/1603490/12,2025-08-10T23:32:55.186021,2-Urban,6,12,2013,1-Department of Education,1-Government,1-CBSE,1-CBSE,3021,3021,0,N/A,95,84,11,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:28.859646,,,"Govt. Boys Sr. Sec. School No.3,Palam Enclave New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602808/12,South West B-i,Doe Zone-21,2025-26,,0-Not Available,- To -,N/A,2-Urban,"Govt. Boys Sr. Sec. School No.3,Palam Enclave New Delhi",110045,https://kys.udiseplus.gov.in/#/schooldetail/1602808/12,2025-08-10T23:33:04.206700,N/A,-,-,N/A,,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,9,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:28.892069,,,"Govt. Boys Sr. Sec. School, Palam Village, Raj Nagar-I, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602809/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,1-Boys,2-Urban,"Govt. Boys Sr. Sec. School,Palam Village, Raj Nagar-I, New Delhi",110045,https://kys.udiseplus.gov.in/#/schooldetail/1602809/12,2025-08-10T23:33:13.189857,2-Urban,6,12,1996,1-Department of Education,1-Government,1-CBSE,1-CBSE,1061,1061,0,N/A,47,41,6,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:28.923706,,,"Govt. Boys Sr. Sec. School, Raj Nagar Extension, Part-II New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602803/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,1-Boys,2-Urban,"Govt. Boys Sr. Sec. School,Raj Nagar Extension, Part-II New Delhi",110077,https://kys.udiseplus.gov.in/#/schooldetail/1602803/12,2025-08-10T23:33:21.872122,2-Urban,6,12,1989,1-Department of Education,1-Government,1-CBSE,1-CBSE,1560,1560,0,N/A,58,51,7,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:28.955309,,,"Govt. Boys Sr. Sec. School, Sector 3, Site-II, Dwarka, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603484/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,3-Co-educational,2-Urban,"Govt. Boys Sr. Sec. School,Sector 3, Site-1, Dwarka, New Delhi",110075,https://kys.udiseplus.gov.in/#/schooldetail/1603484/12,2025-08-10T23:33:30.374496,2-Urban,6,12,2011,1-Department of Education,1-Government,1-CBSE,1-CBSE,2222,1667,555,N/A,82,46,36,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:28.986341,,,"Govt. Boys Sr. Sec. School, V&amp;PO-Chhawla, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602828/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,1-Boys,2-Urban,"Govt. Boys Sr. Sec. School,V&PO-Chhawla, Delhi",110071,https://kys.udiseplus.gov.in/#/schooldetail/1602828/12,2025-08-10T23:33:38.871713,2-Urban,6,12,1954,1-Department of Education,1-Government,1-CBSE,1-CBSE,351,351,0,N/A,18,17,1,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.019082,,,"Govt. Co-ed. Sec. School, Mahavir Enclave New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602833/12,South West B-i,Doe Zone-21,2025-26,7-Upper Pr. and Secondary,1-Department of Education,6 To 10,3-Co-educational,2-Urban,"Govt. Co-ed. Sec. School,Mahavir Enclave New Delhi",110045,https://kys.udiseplus.gov.in/#/schooldetail/1602833/12,2025-08-10T23:33:47.338396,2-Urban,6,10,2003,1-Department of Education,1-Government,1-CBSE,NA,779,464,315,N/A,35,15,20,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.051887,,,"Govt. Co-ed. Sec. School, Nanakheri Chhawla New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602830/12,South West B-i,Doe Zone-21,2025-26,7-Upper Pr. and Secondary,1-Department of Education,6 To 10,3-Co-educational,2-Urban,"Govt. Co-ed. Sec. School,Nanakheri Chhawla New Delhi",110071,https://kys.udiseplus.gov.in/#/schooldetail/1602830/12,2025-08-10T23:33:56.353908,2-Urban,6,10,1970,1-Department of Education,1-Government,1-CBSE,NA,135,73,62,N/A,12,7,5,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.086025,,,"Govt. Co-ed. Sr. Sec. School, Dhulsiras, Bamnoli, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602831/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,3-Co-educational,2-Urban,"Govt. Co-ed. Sr. Sec. School,Dhulsiras, Bamnoli, New Delhi",110077,https://kys.udiseplus.gov.in/#/schooldetail/1602831/12,2025-08-10T23:34:05.414349,2-Urban,6,12,1970,1-Department of Education,1-Government,1-CBSE,1-CBSE,816,466,350,N/A,41,14,27,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.118945,,,"Govt. Co-ed. Sr. Sec. School, Dwarka Sector-16A, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603489/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,3-Co-educational,2-Urban,"Govt. Co-ed. Sec. School,Dwarka Sector-16A, New Delhi",110078,https://kys.udiseplus.gov.in/#/schooldetail/1603489/12,2025-08-10T23:34:14.437843,2-Urban,6,12,2013,1-Department of Education,1-Government,1-CBSE,1-CBSE,1008,841,167,N/A,44,10,34,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.152520,,,"Govt. Co-ed. Sr. Sec. School, Dwarka Sector-22, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602884/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,3-Co-educational,2-Urban,"Govt. Co-ed. Sr. Sec. School,Dwarka Sector-22, New Delhi",110077,https://kys.udiseplus.gov.in/#/schooldetail/1602884/12,2025-08-10T23:34:23.416202,2-Urban,6,12,2006,1-Department of Education,1-Government,1-CBSE,1-CBSE,1226,841,385,N/A,58,27,31,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.185249,,,"Govt. Co-ed. Sr. Sec. School, Dwarka Sector-6,(Site-1), New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602886/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,3-Co-educational,2-Urban,"Govt. Co-ed. Sr. Sec. School,Dwarka Sector-6,(Site-1), New Delhi",110075,https://kys.udiseplus.gov.in/#/schooldetail/1602886/12,2025-08-10T23:34:32.434673,2-Urban,6,12,2007,1-Department of Education,1-Government,1-CBSE,1-CBSE,2501,1170,1331,N/A,100,28,72,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.219338,,,"Govt. Co-ed. Sr. Sec. School, Dwarka, Sector-II New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602821/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,3-Co-educational,2-Urban,"Govt. Co-ed. Sr. Sec. School,Dwarka, Sector-II New Delhi",110075,https://kys.udiseplus.gov.in/#/schooldetail/1602821/12,2025-08-10T23:34:41.437393,2-Urban,6,12,1996,1-Department of Education,1-Government,1-CBSE,1-CBSE,2770,1104,1666,N/A,104,41,63,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.252927,,,"Govt. Co-ed. Sr. Sec. School, Kangan Heri, P.O. Chhawla, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602826/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,3-Co-educational,2-Urban,"Govt. Co-ed. Sr. Sec. School,Kangan Heri, P.O. Chhawla, New Delhi",110071,https://kys.udiseplus.gov.in/#/schooldetail/1602826/12,2025-08-10T23:34:50.522588,2-Urban,6,12,1988,1-Department of Education,1-Government,1-CBSE,1-CBSE,392,241,151,N/A,24,12,12,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.286760,,,"Govt. Co-ed. Sr. Sec. School No.3, Palam Enclave New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602816/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,3-Co-educational,2-Urban,"Govt. Girls Sr. Sec. School No.3,Palam Enclave New Delhi",110045,https://kys.udiseplus.gov.in/#/schooldetail/1602816/12,2025-08-10T23:34:59.419909,2-Urban,6,12,1984,1-Department of Education,1-Government,1-CBSE,1-CBSE,1475,822,653,N/A,66,32,34,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.319060,,,"Govt. Co-ed. Sr. Sec. School, Pochan Pur, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602829/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,3-Co-educational,2-Urban,"Govt. Co-ed. Sr. Sec. School,Pochan Pur, New Delhi",110077,https://kys.udiseplus.gov.in/#/schooldetail/1602829/12,2025-08-10T23:35:08.372937,2-Urban,6,12,1959,1-Department of Education,1-Government,1-CBSE,1-CBSE,1318,732,586,N/A,58,25,33,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.353262,,,"Govt. Co-ed. Sr. Sec. School, Sect-6, Site-2, Dwarka, Pappan Kalan, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602823/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,3-Co-educational,2-Urban,"Govt. Co-ed. Sr. Sec. School,Sect-6, Site-2, Dwarka, Pappan Kalan, New Delhi",110075,https://kys.udiseplus.gov.in/#/schooldetail/1602823/12,2025-08-10T23:35:17.219786,2-Urban,6,12,1999,1-Department of Education,1-Government,1-CBSE,1-CBSE,1849,1204,645,N/A,74,28,46,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.385738,,,"Govt. Girls Sr. Sec. School, Bharthal, Bijwasan, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602827/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,2-Girls,2-Urban,"Govt. Girls Sr. Sec. School,Bharthal, Bijwasan, New Delhi",110077,https://kys.udiseplus.gov.in/#/schooldetail/1602827/12,2025-08-10T23:35:26.191116,2-Urban,6,12,1970,1-Department of Education,1-Government,1-CBSE,1-CBSE,2711,0,2711,N/A,95,2,93,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.419986,,,"Govt. Girls Sr. Sec. School, Samalka, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603524/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,2-Girls,2-Urban,"Govt. Girls Sr. Sec. School,Samalka, New Delhi",110037,https://kys.udiseplus.gov.in/#/schooldetail/1603524/12,2025-08-10T23:35:35.133888,2-Urban,6,12,2016,1-Department of Education,1-Government,1-CBSE,1-CBSE,2989,0,2989,N/A,91,4,87,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.452715,,,"Govt. Girls Sr. Sec. School, Sector 3, Site-I, Dwarka, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602883/12,South West B-i,Doe Zone-21,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,3-Co-educational,2-Urban,"Govt. Co-ed Sr. Sec. School,Sector 3, Site-1, Dwarka, New Delhi",110078,https://kys.udiseplus.gov.in/#/schooldetail/1602883/12,2025-08-10T23:35:44.081568,2-Urban,6,12,2005,1-Department of Education,1-Government,1-CBSE,1-CBSE,1932,93,1839,N/A,75,18,57,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.486181,,,"Govt. Sarvodaya Bal Vidyalaya, Bharthal, Bijwasan, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602824/12,South West B-i,Doe Zone-21,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Sarvodaya Bal Vidyalaya,Bharthal, Bijwasan, New Delhi",110077,https://kys.udiseplus.gov.in/#/schooldetail/1602824/12,2025-08-10T23:35:53.088148,2-Urban,1,12,1953,1-Department of Education,1-Government,1-CBSE,1-CBSE,2766,2622,144,N/A,94,70,24,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.518414,,,"Govt. Sarvodaya Bal Vidyalaya No.1, Palam Village New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602804/12,South West B-i,Doe Zone-21,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,1-Boys,2-Urban,"Govt. Sarvodaya Bal Vidyalaya No.1,Palam Village New Delhi",110045,https://kys.udiseplus.gov.in/#/schooldetail/1602804/12,2025-08-10T23:36:02.007905,2-Urban,1,12,1910,1-Department of Education,1-Government,1-CBSE,1-CBSE,1523,1523,0,N/A,65,54,11,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.556004,,,"Govt. Sarvodaya Bal Vidyalaya No.2, Palam Enclave New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602802/12,South West B-i,Doe Zone-21,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Sarvodaya Bal Vidyalaya No.2,Palam Enclave New Delhi",110045,https://kys.udiseplus.gov.in/#/schooldetail/1602802/12,2025-08-10T23:36:11.092705,2-Urban,1,12,1962,1-Department of Education,1-Government,1-CBSE,1-CBSE,1434,1269,165,N/A,65,60,5,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.589512,,,"Govt. Sarvodaya Bal Vidyalaya, Sec-1, Pkt VII, Dwarka, (Durga Park)New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603481/12,South West B-i,Doe Zone-21,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,1-Boys,2-Urban,"Govt. Sarvodaya Bal Vidyalaya,Sec-1, Pkt VII, Dwarka, (Durga Park)New Delhi",110045,https://kys.udiseplus.gov.in/#/schooldetail/1603481/12,2025-08-10T23:36:20.244412,2-Urban,1,12,2011,1-Department of Education,1-Government,1-CBSE,1-CBSE,2777,2777,0,N/A,96,83,13,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.621048,,,"Govt. Sarvodaya Bal Vidyalaya, Shahbad Mohammadpur, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602832/12,South West B-i,Doe Zone-21,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,1-Boys,2-Urban,"Govt. Sarvodaya Bal Vidyalaya,Shahbad Mohammadpur, New Delhi",110061,https://kys.udiseplus.gov.in/#/schooldetail/1602832/12,2025-08-10T23:36:29.192182,2-Urban,1,12,1959,1-Department of Education,1-Government,1-CBSE,1-CBSE,474,474,0,N/A,30,21,9,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.654256,,,"Govt. Sarvodaya Bal Vidyalaya, Vijay Enclave Palam New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602820/12,South West B-i,Doe Zone-21,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Sarvodaya Bal Vidyalaya,Vijay Enclave Palam New Delhi",110045,https://kys.udiseplus.gov.in/#/schooldetail/1602820/12,2025-08-10T23:36:38.195381,2-Urban,1,12,1995,1-Department of Education,1-Government,1-CBSE,1-CBSE,1820,1803,17,N/A,69,62,7,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.695755,,,"Govt. Sarvodaya Kanya Vidyalaya No.1, Palam Enclave New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602813/12,South West B-i,Doe Zone-21,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya No.1,Palam Enclave New Delhi",110045,https://kys.udiseplus.gov.in/#/schooldetail/1602813/12,2025-08-10T23:36:46.573082,2-Urban,1,12,1962,1-Department of Education,1-Government,1-CBSE,1-CBSE,1850,147,1703,N/A,79,3,76,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.732052,,,"Govt. Sarvodaya Kanya Vidyalaya No.1, Sagarpur New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602811/12,South West B-i,Doe Zone-21,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya No.1,Sagarpur New Delhi",110046,https://kys.udiseplus.gov.in/#/schooldetail/1602811/12,2025-08-10T23:36:55.137974,2-Urban,1,12,1984,1-Department of Education,1-Government,1-CBSE,1-CBSE,2724,164,2560,N/A,105,4,101,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.764225,,,"Govt. Sarvodaya Kanya Vidyalaya No.2, Palam Village New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602810/12,South West B-i,Doe Zone-21,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya No.2,Palam Village New Delhi",110045,https://kys.udiseplus.gov.in/#/schooldetail/1602810/12,2025-08-10T23:37:04.171077,2-Urban,1,12,1910,1-Department of Education,1-Government,1-CBSE,1-CBSE,1772,148,1624,N/A,72,1,71,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.798983,,,"Govt. Sarvodaya Kanya Vidyalaya No.2, Sagarpur New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602812/12,South West B-i,Doe Zone-21,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya No.2,Sagarpur New Delhi",110046,https://kys.udiseplus.gov.in/#/schooldetail/1602812/12,2025-08-10T23:37:13.174237,2-Urban,1,12,1989,1-Department of Education,1-Government,1-CBSE,1-CBSE,2417,177,2240,N/A,86,6,80,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.830299,,,"Govt. Sarvodaya Kanya Vidyalaya, Raj Nagar-II, Palam Colony, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602814/12,South West B-i,Doe Zone-21,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya,Raj Nagar-II, Palam Colony, New Delhi",110077,https://kys.udiseplus.gov.in/#/schooldetail/1602814/12,2025-08-10T23:37:22.124852,2-Urban,1,12,1990,1-Department of Education,1-Government,1-CBSE,1-CBSE,2144,190,1954,N/A,84,2,82,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.863331,,,"Govt. Sarvodaya Kanya Vidyalaya, Raj Nagar, Palam Colony, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602819/12,South West B-i,Doe Zone-21,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya,Raj Nagar, Palam Colony, New Delhi",110077,https://kys.udiseplus.gov.in/#/schooldetail/1602819/12,2025-08-10T23:37:31.050988,2-Urban,1,12,1992,1-Department of Education,1-Government,1-CBSE,1-CBSE,1365,139,1226,N/A,58,0,58,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.894670,,,"Govt. Sarvodaya Kanya Vidyalaya, Samalka New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602815/12,South West B-i,Doe Zone-21,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya,Samalka New Delhi",110037,https://kys.udiseplus.gov.in/#/schooldetail/1602815/12,2025-08-10T23:37:39.971248,2-Urban,1,12,1987,1-Department of Education,1-Government,1-CBSE,1-CBSE,3572,160,3412,N/A,116,3,113,SUCCESS,11,2
TRUE,TRUE,DELHI,107,SOUTH WEST B-I,1609,2025-08-10T12:55:29.925987,,,"Govt. Sarvodaya Kanya Vidyalaya, Sec-1, Pkt VII, Dwarka, (Durga Park)New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602822/12,South West B-i,Doe Zone-21,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya,Sec-1, Pkt VII, Dwarka, (Durga Park)New Delhi",110045,https://kys.udiseplus.gov.in/#/schooldetail/1602822/12,2025-08-10T23:37:49.092093,2-Urban,1,12,1999,1-Department of Education,1-Government,1-CBSE,1-CBSE,2765,0,2765,N/A,93,6,87,SUCCESS,11,2
