True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.539200,N/A,N/A,AMBEDKAR HOLY CHILD SCHOOL OF DUARSER APANJAN (PVT),https://kys.udiseplus.gov.in/#/schooldetail/3494922/11,Alipurduar,Alipurduar-ii,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,"PANBARI, ALIPURDUAR",736206,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.570277,N/A,N/A,AMENA KHATUN JR. HIGH MADRASHA (PVT),https://kys.udiseplus.gov.in/#/schooldetail/3471012/11,Alipurduar,Falakata,2024-25,4-Upper Primary only,98-Madarsa Unrecognized,5 To 8,3-Co-educational,1-Rural,DEOGAON,735213,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.601221,N/A,N/A,AMINA BIBI SSK,https://kys.udiseplus.gov.in/#/schooldetail/3495205/11,Alipurduar,Kumargram,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,NARATHALI,736202,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.637353,N/A,N/A,ANANDA MARGA PRIMARY (PVT.),https://kys.udiseplus.gov.in/#/schooldetail/3446639/11,Alipurduar,Falakata,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,"BHUTANIRGHAT, FALAKATA, ALIPURDUAR",735211,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.667727,N/A,N/A,ANANDA MARGA PRY (PVT),https://kys.udiseplus.gov.in/#/schooldetail/3470898/11,Alipurduar,Alipurduar-ii,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,"SAMUKTALA, SAONTALPUR, ALIPURDUAR",736206,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.698381,N/A,N/A,ANANDA MARGA PRY (PVT),https://kys.udiseplus.gov.in/#/schooldetail/3470966/11,Alipurduar,Alipurduar-ii,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,"SOVAGANJ, ALIPURDUAR",736121,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.729206,N/A,N/A,ANANDA MARGA PRY SCHOOL(PVT),https://kys.udiseplus.gov.in/#/schooldetail/3470853/11,Alipurduar,Alipurduar-i,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,SALKUMARHAT,736204,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.759832,N/A,N/A,ANANDA MARGA SCHOOL(P V T),https://kys.udiseplus.gov.in/#/schooldetail/3422562/11,Alipurduar,Kumargram,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 5,3-Co-educational,1-Rural,DAKSHIN NARARTHALI,736202,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.791278,N/A,N/A,ANANDA VIDYAPITH SSK,https://kys.udiseplus.gov.in/#/schooldetail/3422204/11,Alipurduar,Alipurduar-i,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,bairaguri,736122,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.822497,N/A,N/A,ANANTA CHILD EDUCATION CENTER SSK,https://kys.udiseplus.gov.in/#/schooldetail/3446712/11,Alipurduar,Falakata,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"DHULAGAON ,JATESWAR,ALIPURDUER",735216,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.853223,N/A,N/A,ANAYETPUR SSK,https://kys.udiseplus.gov.in/#/schooldetail/3422639/11,Alipurduar,Madarihat,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"ANAYETPUR SSK, MADARIHAT 735220",735220,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.884060,N/A,N/A,ANCHAR KAZI SSK,https://kys.udiseplus.gov.in/#/schooldetail/3471028/11,Alipurduar,Falakata,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,BADAITARI FALAKATA ALIPURDIAR,735220,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.919885,N/A,N/A,ANGLO INDIAN ENGLISH SCHOOL (PVT),https://kys.udiseplus.gov.in/#/schooldetail/3422470/11,Alipurduar,Kalchini,2024-25,2-Primary with Upper Primary,5-Private Unaided(Recognized),1 To 8,3-Co-educational,1-Rural,"old hasimara ,hasimra ,alipurduar",735215,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.952266,N/A,N/A,ANKUR SSK,https://kys.udiseplus.gov.in/#/schooldetail/3446494/11,Alipurduar,Alipurduar-i,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,salkumarhat,736204,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.982954,N/A,N/A,ANKUR SSK,https://kys.udiseplus.gov.in/#/schooldetail/3495184/11,Alipurduar,Kumargram,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,PUKHARI GRAM (DANGI),736203,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:47.014008,N/A,N/A,ANNADA ROYER BARI SSK,https://kys.udiseplus.gov.in/#/schooldetail/3471000/11,Alipurduar,Falakata,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,JATESWAR ALIPURDUAR 735216,735216,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:47.044191,N/A,N/A,APD JN S PRASAD VIDYA MANDIR FOR GIRLS,https://kys.udiseplus.gov.in/#/schooldetail/3422207/11,Alipurduar,Alipurduar-i,2024-25,7-Upper Pr. and Secondary,15-Govt. Sponsered,5 To 10,2-Girls,1-Rural,ALIPURDUAR JUNCTION,736123,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:47.075288,N/A,N/A,APD JN S PRASAD VIDYA MANDIR (H.S),https://kys.udiseplus.gov.in/#/schooldetail/3422206/11,Alipurduar,Alipurduar-i,2024-25,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,3-Co-educational,1-Rural,ALIPURDUAR JN,736123,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:47.107091,N/A,N/A,APD. VIDYAPITH RR PRY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3422680/11,Alipurduar,Alipurduar Municipality,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,2-Urban,itkhola,736121,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:47.138525,N/A,N/A,APURBA SANGHA,https://kys.udiseplus.gov.in/#/schooldetail/3422645/11,Alipurduar,Madarihat,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"PURBA MADARIHAT, MADHYA MADARIHAT,735220",735220,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:47.169951,N/A,N/A,ARABINDANAGAR JR HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3446948/11,Alipurduar,Alipurduar Municipality,2024-25,4-Upper Primary only,1-Department of Education,5 To 8,1-Boys,2-Urban,"ARABINDANAGAR, ALIPURDUAR COURT",736122,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:47.206909,N/A,N/A,ARABINDANAGAR MADYAMIK BALIKA VIDYALAYA,https://kys.udiseplus.gov.in/#/schooldetail/3446947/11,Alipurduar,Alipurduar Municipality,2024-25,7-Upper Pr. and Secondary,15-Govt. Sponsered,5 To 10,2-Girls,2-Urban,PO.ALIPURDUAR COURT DIST. ALIPURDUAR,736122,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:47.240634,N/A,N/A,ARABINDANAGAR NO 1 PRY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3446944/11,Alipurduar,Alipurduar Municipality,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,2-Urban,"ARABINDA NAGAR, ALIPURDUAR COURT,ALIPURDUAR",736122,N/A
