has_know_more_link,phase2_ready,state,state_id,district,district_id,extraction_date,udise_code,operational_status,school_name,know_more_link,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,address,pin_code,last_modified
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:26.691932,N/A,N/A,NALDA SISU SIKSHA KENDRA,https://kys.udiseplus.gov.in/#/schooldetail/3492309/11,Purba Medinipur,Bhagwanpur -I,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"nalda,bhagwanpur,purba medinipur",721601,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:26.723022,N/A,N/A,NAMALBARH PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3418672/11,Purba Medinipur,Panskura -Ii,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"Namalbarh, Namalbarh, Kolaghat, Purba Medinipur, 721151",721151,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:26.753313,N/A,N/A,NAMALBARH SSK,https://kys.udiseplus.gov.in/#/schooldetail/3418670/11,Purba Medinipur,Panskura -Ii,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"Namalbarh, Namalbarh, Kolaghat, Purba Medinipur, 721151",721151,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:26.783940,N/A,N/A,NAMALDIHA  BALIKA VIDYABHABAN,https://kys.udiseplus.gov.in/#/schooldetail/3419448/11,Purba Medinipur,Contai -Ii,2024-25,7-Upper Pr. and Secondary,15-Govt. Sponsered,5 To 10,2-Girls,1-Rural,"NAMALDIHA , CONTAI",721427,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:26.814612,N/A,N/A,NAMALDIHA HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3491847/11,Purba Medinipur,Contai -Ii,2024-25,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,3-Co-educational,1-Rural,"NAMALDIHA , CONTAI",721427,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:26.846906,N/A,N/A,NAMALDIHA JELEMOHANA S.S.K,https://kys.udiseplus.gov.in/#/schooldetail/3491852/11,Purba Medinipur,Contai -Ii,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,NAMALDIHA,721427,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:26.877441,N/A,N/A,NAMALDIHA NEW PRY. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3491846/11,Purba Medinipur,Contai -Ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,NAMALDIHA,721427,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:26.908100,N/A,N/A,NAMALDIHA PRY. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3419447/11,Purba Medinipur,Contai -Ii,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"NAMALDIHA,CONTAI",721427,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:26.938545,N/A,N/A,NAMALDIHA RAMKRISHNA STANDARD NURSERY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3443616/11,Purba Medinipur,Contai -Ii,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,"HADRA NAMALDIHA , NAMALDIHA",721427,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:26.970917,N/A,N/A,NAMALDIHA VIDYASAGAR NURSERY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3443608/11,Purba Medinipur,Contai -Ii,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,VILL. P.O. NAMALDIHA,721427,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:27.012328,N/A,N/A,NAMAL KALIPRASAD VIDYAPITH (H.S),https://kys.udiseplus.gov.in/#/schooldetail/3491823/11,Purba Medinipur,Contai -I,2024-25,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,3-Co-educational,1-Rural,NAMAL CONTAI,721401,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:27.044461,N/A,N/A,NAMAL PRY.,https://kys.udiseplus.gov.in/#/schooldetail/3491814/11,Purba Medinipur,Contai -I,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,NAMAL CONTAI,721401,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:27.075161,N/A,N/A,NAMAL PRY.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3443088/11,Purba Medinipur,Nandakumar,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,namal,721632,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:27.106468,N/A,N/A,NAMAL SISHU VIDYALAY,https://kys.udiseplus.gov.in/#/schooldetail/3467841/11,Purba Medinipur,Contai -I,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,NAMAL CONTAI,721401,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:27.137513,N/A,N/A,NAMAL SSK,https://kys.udiseplus.gov.in/#/schooldetail/3400543/11,Purba Medinipur,Nandakumar,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,mahammadpur,721632,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:27.168380,N/A,N/A,NAMDIJAN KEDARIYA QUARIANIA MA,https://kys.udiseplus.gov.in/#/schooldetail/3499203/11,Purba Medinipur,Panskura -Ii,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,NA,NA,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:27.199923,N/A,N/A,NAMITA SISHU ASHRAM,https://kys.udiseplus.gov.in/#/schooldetail/3442841/11,Purba Medinipur,Panskura -Ii,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,"Nandaigajan, Bhogpur, Kolaghat, Purba Medinipur, 721151",721151,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:27.231631,N/A,N/A,NANDAIGAZAN BD. PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3418673/11,Purba Medinipur,Panskura -Ii,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"Nandaigazan, Bhogpur, Kolaghat, Purba Medinipur, 721151",721151,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:27.263695,N/A,N/A,NANDAIGAZIN PALLIPRAN PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3418674/11,Purba Medinipur,Panskura -Ii,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"Nandaigazan, Bhogpur, Kolaghat, Purba Medinipur, 721151",721151,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:27.295745,N/A,N/A,NANDANAYAK BAR SARAT CH SSK,https://kys.udiseplus.gov.in/#/schooldetail/3400553/11,Purba Medinipur,Nandigram -I,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"NANDANAYAKBAR, NANDIGRAM",721631,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:27.327493,N/A,N/A,NANDANAYKBAR PRY.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3491675/11,Purba Medinipur,Nandigram -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"NANDANAYAKBAR, NANDIGRAM",721631,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:27.359611,N/A,N/A,NANDAN K G SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3442974/11,Purba Medinipur,Tamluk,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,naikuri,721649,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:27.392137,N/A,N/A,NANDAN NURSERY K G SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3491660/11,Purba Medinipur,Haldia,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,BRAJALALCHAK,721654,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:27.424124,N/A,N/A,NANDAPUR ARRYA BD. PRY.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3491433/11,Purba Medinipur,Chandipur,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,NANDAPUR,721625,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:27.457324,N/A,N/A,NANDAPUR CHARKAPARA TARMA S.S.K.,https://kys.udiseplus.gov.in/#/schooldetail/3467480/11,Purba Medinipur,Chandipur,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,NANDAPUR,721625,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:27.490747,N/A,N/A,NANDAPUR GURIAPARA GOBINDA SMRITI S.S.K.,https://kys.udiseplus.gov.in/#/schooldetail/3467479/11,Purba Medinipur,Chandipur,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,NANDAPUR,721625,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:27.522414,N/A,N/A,NANDAPUR JR. HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3467481/11,Purba Medinipur,Chandipur,2024-25,4-Upper Primary only,1-Department of Education,5 To 8,3-Co-educational,1-Rural,NANDAPUR,721633,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.082793,N/A,N/A,NANDAPUR MILANI BALIKA VIDYANIKETAN,https://kys.udiseplus.gov.in/#/schooldetail/3419046/11,Purba Medinipur,Chandipur,2024-25,7-Upper Pr. and Secondary,15-Govt. Sponsered,5 To 10,2-Girls,1-Rural,TAMLUK,721625,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.114868,N/A,N/A,NANDAPUR NO-1 BD PRY.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3467475/11,Purba Medinipur,Chandipur,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,NANDAPUR,721625,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.145667,N/A,N/A,NANDAPUR NO. II PRY.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3467476/11,Purba Medinipur,Chandipur,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,NANDAPUR,721625,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.176849,N/A,N/A,NANDAPUR UTTAR PALLI NETAJI S.S.K.,https://kys.udiseplus.gov.in/#/schooldetail/3467478/11,Purba Medinipur,Chandipur,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,NANDAPUR,721625,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.206913,N/A,N/A,NANDAPUR WEST PRY.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3419044/11,Purba Medinipur,Chandipur,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,NANDAPUR,721625,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.238159,N/A,N/A,NANDARAMPORE PRY. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3492560/11,Purba Medinipur,Haldia Municipality,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,2-Urban,Haldia,721635,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.275025,N/A,N/A,NANDI ARIA S.S.K,https://kys.udiseplus.gov.in/#/schooldetail/3419433/11,Purba Medinipur,Contai -I,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,NANDIARIA,721401,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.307507,N/A,N/A,NANDIGRAM B.M.GIRLS' HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3467709/11,Purba Medinipur,Nandigram -I,2024-25,7-Upper Pr. and Secondary,1-Department of Education,5 To 10,2-Girls,1-Rural,"VILL, P.O. P.S. NANDIGRAM, DIST. PURBA MEDINIPUR, PIN 721631",721631,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.339188,N/A,N/A,NANDIGRAM B.M.GIRLS PRY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3443432/11,Purba Medinipur,Nandigram -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"NANDIGRAM, PURBA MEDINIPUR",721631,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.376003,N/A,N/A,NANDIGRAM B.M.PRY.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3443429/11,Purba Medinipur,Nandigram -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"NANDIGRAM, PURBA MEDINIPUR",721631,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.406642,N/A,N/A,NANDIGRAM B.M.T. SIKSHANIKETAN,https://kys.udiseplus.gov.in/#/schooldetail/3443428/11,Purba Medinipur,Nandigram -I,2024-25,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,3-Co-educational,1-Rural,"VILLP.O. PS NANDIGRAM, PURBA MEDINIPUR,PIN 721631 , WB",721631,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.437986,N/A,N/A,NANDIGRAM PURBA SSK,https://kys.udiseplus.gov.in/#/schooldetail/3443435/11,Purba Medinipur,Nandigram -I,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"NANDIGRAM, PURBA MEDINIPUR",721631,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.468801,N/A,N/A,NANDKUMAR JEEVANRAO STPN HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3491761/11,Purba Medinipur,Khejuri -Ii,2024-25,2-Primary with Upper Primary,5-Private Unaided(Recognized),1 To 8,3-Co-educational,1-Rural,XX,721431,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.499913,N/A,N/A,NANKAR BAMUNIA PRY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3467916/11,Purba Medinipur,Contai -Ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,DARIAPUR,721442,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.542585,N/A,N/A,NANKARCHAK DIGHIPAR S.S.K.,https://kys.udiseplus.gov.in/#/schooldetail/3491455/11,Purba Medinipur,Chandipur,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,HABICHAK,721625,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.573265,N/A,N/A,NANKAR KADAMGERIA PRY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3444170/11,Purba Medinipur,Patashpur -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,NANKAR KADAMGERIA,721439,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.604151,N/A,N/A,NANKAR PRY. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3468416/11,Purba Medinipur,Patashpur -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,NANKAR,721458,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.635536,N/A,N/A,NANKERCHAK S.P. PRY.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3419052/11,Purba Medinipur,Chandipur,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,NANKARCHAK,721625,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.666420,N/A,N/A,NARADARI JR. HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3467385/11,Purba Medinipur,Nandakumar,2024-25,4-Upper Primary only,1-Department of Education,5 To 8,3-Co-educational,1-Rural,"Naradari,Byabattarhat, Purba Medinipur",721648,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.698925,N/A,N/A,NARADARI L.N.PART BASIC SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3467383/11,Purba Medinipur,Nandakumar,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,naradari,721648,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.730524,N/A,N/A,NARADARI UTTAR PASCHIM PRY. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3467384/11,Purba Medinipur,Nandakumar,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,naradari uttar paschim para,721648,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.762131,N/A,N/A,NARAHARIPUR PRY. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3492351/11,Purba Medinipur,Egra -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,EGRA,721429,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.794397,N/A,N/A,NARAJPUR JR. HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3492212/11,Purba Medinipur,Egra -Ii,2024-25,4-Upper Primary only,1-Department of Education,5 To 8,3-Co-educational,1-Rural,"NARAJPUR, P.S. EGRA",721429,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.828437,N/A,N/A,NARAJPUR S.S.K,https://kys.udiseplus.gov.in/#/schooldetail/3492011/11,Purba Medinipur,Egra -Ii,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"VILL. NARAJPUR, P.O. SUSUNIA",721429,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:36.860323,N/A,N/A,NARANDA NEW PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3492694/11,Purba Medinipur,Panskura Municipality,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,2-Urban,WARD NO 05 PO NARANDA PS PANSKURA DIST PURBA MEDINIPUR,721139,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:37.897631,N/A,N/A,NARANDA PARAMESWAR PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3420162/11,Purba Medinipur,Panskura Municipality,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,2-Urban,WARD NO 03 PO NARANDA PS AND MUNICIPALITY PANSKURA DIST PURBA MEDINIPUR,721139,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:42.623977,N/A,N/A,NARANDARI MOTHER TERESA S.S.K,https://kys.udiseplus.gov.in/#/schooldetail/3443201/11,Purba Medinipur,Chandipur,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,BURABURI JADAB MISHRA CHAK,721633,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:42.657411,N/A,N/A,NARANDARI PART BASIC,https://kys.udiseplus.gov.in/#/schooldetail/3467460/11,Purba Medinipur,Chandipur,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,NARANDARI,721633,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:42.688814,N/A,N/A,NARANDIA PASCHIM S.S.K,https://kys.udiseplus.gov.in/#/schooldetail/3468600/11,Purba Medinipur,Ramnagar -Ii,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,narandia,721423,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:42.719698,N/A,N/A,NARANDIA PRATHAMIK VIDYALAYA,https://kys.udiseplus.gov.in/#/schooldetail/3468599/11,Purba Medinipur,Ramnagar -Ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,narandia,721423,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:42.751259,N/A,N/A,NARASINGHAKALUA S.S.K.,https://kys.udiseplus.gov.in/#/schooldetail/3467317/11,Purba Medinipur,Tamluk,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,narasinghakalua,721172,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:42.787832,N/A,N/A,NARASINGHAPUR PRY,https://kys.udiseplus.gov.in/#/schooldetail/3443579/11,Purba Medinipur,Contai -I,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"NARASINGHAPUR, DAMODARPUR, CONTAI",721401,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:42.818841,N/A,N/A,NARASINGHAPUR  PRY.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3491557/11,Purba Medinipur,Nandigram -Ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,NARASINGHAPUR,721656,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:42.849834,N/A,N/A,NARASULLYACHAK JR. HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3419330/11,Purba Medinipur,Khejuri -Ii,2024-25,4-Upper Primary only,1-Department of Education,5 To 8,3-Co-educational,1-Rural,"NARSULLYACHAK,P.O. HALUDBARI,P.S KHEJURI,DIST PURBA MED",721432,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:42.881732,N/A,N/A,NARAYANA SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3499612/11,Purba Medinipur,Haldia Municipality,2024-25,3-Pr. with Up.Pr. Sec. and H.Sec.,5-Private Unaided(Recognized),1 To 12,3-Co-educational,2-Urban,chaitanya pujari chak,721657,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:42.913995,N/A,N/A,NARAYANCHAK HIGH SCHOOL (H.S),https://kys.udiseplus.gov.in/#/schooldetail/3491552/11,Purba Medinipur,Nandigram -Ii,2024-25,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,3-Co-educational,1-Rural,NARAYANCHAK,721656,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:42.946129,N/A,N/A,NARAYANCHAK  PRY.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3419169/11,Purba Medinipur,Nandigram -Ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,NARAYANCHAK,721656,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:42.977462,N/A,N/A,NARAYAN CHANDRA DAS ACADEMY,https://kys.udiseplus.gov.in/#/schooldetail/3419294/11,Purba Medinipur,Nandigram -I,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,SAMSABAD NANDIGRAM,721631,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:43.009790,N/A,N/A,NARAYANDARI BARBAJABERIA PRY.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3468297/11,Purba Medinipur,Bhagwanpur -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BAJABERIA, SRIKRISHNAPUR",721659,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:43.041816,N/A,N/A,NARAYANDARI BOARD PRY.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3468293/11,Purba Medinipur,Bhagwanpur -I,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"NARAYANDARI, BHAGWANPUR",721655,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:43.072796,N/A,N/A,NARAYANDARI JUNIOR HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3444066/11,Purba Medinipur,Bhagwanpur -I,2024-25,4-Upper Primary only,1-Department of Education,5 To 8,3-Co-educational,1-Rural,"NARAYANDARI,BHAGWANPUR",721655,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:43.104376,N/A,N/A,NARAYANDARI NEW PRY.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3419826/11,Purba Medinipur,Bhagwanpur -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"NARAAYANDARI, BHAGWANPUR",721655,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:43.135356,N/A,N/A,NARAYANDARI PRY. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3418902/11,Purba Medinipur,Sahid Matangini,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,narayandari,721636,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:43.177017,N/A,N/A,NARAYANDARI SSK,https://kys.udiseplus.gov.in/#/schooldetail/3467370/11,Purba Medinipur,Sahid Matangini,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,DHALHARA,721636,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:43.207973,N/A,N/A,NARAYANDARI YUDHISTHIR SAMANTA MSK,https://kys.udiseplus.gov.in/#/schooldetail/3467369/11,Purba Medinipur,Sahid Matangini,2024-25,4-Upper Primary only,12-SSKs & MSks,5 To 8,3-Co-educational,1-Rural,NARAYANDARI,721636,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:31:43.238740,N/A,N/A,NARAYAN PAKURIA BOARD PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3442846/11,Purba Medinipur,Panskura -Ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"Narayan Pakuria, Namalbarh, Kolaghat, Purba Medinipur, 721151",721151,N/A
